Time,Speed,Throttle,Brake,RPM,nGear,DRS,X,Y
0 days 00:01:16.463000,153.5863610181818,73.29544727272727,False,9464.790689745454,4,0,6460.0,-3.0
0 days 00:01:16.581000,156.0,80.0,False,9667.0,4,0,6422.897894822072,-38.78192426080282
0 days 00:01:16.643000,157.69091258181817,81.69091258181818,False,9816.223035345454,4,0,6403.0,-57.0
0 days 00:01:16.903000,164.7818146909091,88.78181469090909,False,10441.995146472727,4,0,6311.0,-131.0
0 days 00:01:17.021000,168.0,92.0,False,10726.0,4,0,6251.62694156406,-171.7167194166288
0 days 00:01:17.123000,172.25000533333332,94.26666951111112,False,10889.766872177777,4,0,6202.0,-204.0
0 days 00:01:17.381000,183.0,100.0,False,11304.0,4,0,6115.194870736494,-254.526688117746
0 days 00:01:17.403000,184.1000064,100.0,False,11353.9127904,4,0,6107.0,-259.0
0 days 00:01:17.541000,191.0,100.0,False,11667.0,4,0,6047.10688259213,-291.39663708790096
0 days 00:01:17.702000,194.0,100.0,False,11527.0,4,0,5967.2324910909665,-334.4502484251301
0 days 00:01:17.723000,194.75000685714286,100.0,False,11461.824404114286,4,0,5957.0,-340.0
0 days 00:01:17.822000,198.28571428571428,100.0,False,11154.57142857143,4,0,5909.0,-366.0
0 days 00:01:17.982000,204.0,100.0,False,10658.0,5,0,5828.68917644639,-407.96409931831465
0 days 00:01:18.002000,204.66666666666666,100.0,False,10684.916666666666,5,0,5819.0,-413.0
0 days 00:01:18.222000,212.0,100.0,False,10981.0,5,0,5714.292377188916,-467.67105100038975
0 days 00:01:18.282000,213.5,100.0,False,11045.5,5,0,5675.0,-488.0
0 days 00:01:18.462000,218.0,100.0,False,11239.0,5,0,5519.085720169244,-568.0872651030412
0 days 00:01:18.542000,220.5,100.0,False,11362.0,5,0,5461.0,-598.0
0 days 00:01:18.622000,223.0,100.0,False,11485.0,5,0,5421.104405626973,-618.7259174904328
0 days 00:01:18.782000,226.0,100.0,False,11662.0,5,0,5384.342411207825,-638.443278565492
0 days 00:01:18.882000,228.0,100.0,False,11312.0,5,0,5349.0,-657.0
0 days 00:01:18.982000,230.0,100.0,False,10962.0,5,0,5295.080387666534,-684.9304634977667
0 days 00:01:19.062000,232.25,100.0,False,10894.0,5,0,5247.0,-710.0
0 days 00:01:19.222000,236.75,100.0,False,10758.0,5,0,5155.0,-759.0
0 days 00:01:19.302000,239.0,100.0,False,10690.0,6,0,5108.646633966299,-783.8382407297808
0 days 00:01:19.542000,243.0111413462032,100.0,False,10928.66291009909,6,0,4967.0,-860.0
0 days 00:01:19.661000,245.0,100.0,False,11047.0,6,0,4896.574314674593,-898.0730582736215
0 days 00:01:19.782000,248.0249984,100.0,False,11156.9082752,6,0,4823.0,-938.0
0 days 00:01:19.901000,251.0,100.0,False,11265.0,6,0,4746.636074637672,-979.5865267783894
0 days 00:01:19.982000,252.0124992,100.0,False,11295.374976,6,0,4689.0,-1011.0
0 days 00:01:20.141000,254.0,100.0,False,11355.0,6,0,4559.227903665436,-1081.7167397084536
0 days 00:01:20.222000,255.44642742857144,100.0,False,11427.032085942858,6,0,4504.0,-1112.0
0 days 00:01:20.421000,259.0,100.0,False,11604.0,6,0,4422.795267764778,-1157.4843345987535
0 days 00:01:20.462000,259.5124992,100.0,False,11476.1314496,6,0,4404.0,-1168.0
0 days 00:01:20.702000,262.5124992,100.0,False,10727.6314496,6,0,4252.0,-1252.0
0 days 00:01:20.741000,263.0,100.0,False,10606.0,6,0,4226.288895990619,-1266.065792993402
0 days 00:01:20.901000,265.0,100.0,False,10548.0,7,0,4124.612438945909,-1321.6613888417426
0 days 00:01:20.902000,265.0071424,100.0,False,10548.3821184,7,0,4124.0,-1322.0
0 days 00:01:21.062000,266.14999954285713,100.0,False,10609.524975542858,7,0,4022.0,-1379.0
0 days 00:01:21.181000,267.0,100.0,False,10655.0,7,0,3916.2352094827033,-1438.138690520684
0 days 00:01:21.421000,271.0,100.0,False,10805.0,7,0,3683.0036954435636,-1568.2173982106185
0 days 00:01:21.443000,271.1375008,100.0,False,10809.6750272,7,0,3669.0,-1576.0
0 days 00:01:21.581000,272.0,100.0,False,10839.0,7,0,3614.017592927929,-1606.3824414866644
0 days 00:01:21.743000,274.69999786666665,100.0,False,10907.8499456,7,0,3562.0,-1635.0
0 days 00:01:21.821000,276.0,100.0,False,10941.0,7,0,3515.245606435324,-1660.941756999866
0 days 00:01:21.943000,276.7624992,100.0,False,10979.8874592,7,0,3429.0,-1709.0
0 days 00:01:22.141000,278.0,100.0,False,11043.0,7,0,3307.5141064133395,-1777.2415356248196
0 days 00:01:22.183000,278.5249984,100.0,False,11064.174935466666,7,0,3281.0,-1792.0
0 days 00:01:22.381000,281.0,100.0,False,11164.0,7,0,3146.3705953350427,-1866.240072030582
0 days 00:01:22.383000,281.00999936,100.0,False,11163.9500032,7,0,3145.0,-1867.0
0 days 00:01:22.581000,282.0,100.0,False,11159.0,7,0,3010.8731008319924,-1942.1175501884106
0 days 00:01:22.663000,282.68333226666664,100.0,False,11197.266606933334,7,0,2954.0,-1974.0
0 days 00:01:22.923000,284.85000106666666,100.0,False,11318.600059733333,7,0,2771.0,-2076.0
0 days 00:01:22.941000,285.0,100.0,False,11327.0,7,0,2759.5312203430244,-2082.406258134624
0 days 00:01:23.083000,285.4437504,100.0,False,11366.937536,7,0,2660.0,-2138.0
0 days 00:01:23.261000,286.0,100.0,False,11417.0,7,0,2445.606469646876,-2257.0131974345877
0 days 00:01:23.283000,286.2062512,100.0,False,11416.312496,7,0,2424.0,-2269.0
0 days 00:01:23.581000,289.0,100.0,False,11407.0,7,0,2303.8634466059707,-2335.8581237624144
0 days 00:01:23.623000,289.2624992,100.0,False,11418.2874656,7,0,2284.0,-2347.0
0 days 00:01:23.741000,290.0,100.0,False,11450.0,7,0,2204.8137665032536,-2391.4314095446753
0 days 00:01:23.823000,290.3416661333333,100.0,False,11458.883319466666,7,0,2143.0,-2426.0
0 days 00:01:23.981000,291.0,100.0,False,11476.0,7,0,2031.4584632644,-2487.9308821528043
0 days 00:01:24.063000,291.40999936,100.0,False,11488.2999808,7,0,1974.0,-2520.0
0 days 00:01:24.181000,292.0,100.0,False,11506.0,7,0,1889.0973262916284,-2567.904110373187
0 days 00:01:24.342000,290.76272856178156,84.53410702226978,False,11411.34873497629,7,0,1776.0,-2632.0
0 days 00:01:24.542000,289.22574479774033,65.32180997175392,False,11293.769477027134,7,0,1634.0,-2712.0
0 days 00:01:24.782000,287.3813642808908,42.26705351113489,False,11152.674367488145,7,0,1365.0,-2866.0
0 days 00:01:25.042000,285.38328538763716,17.29106734546427,False,10999.82133215424,7,0,1281.0,-2915.0
0 days 00:01:25.222000,284.0,0.0,False,10894.0,7,0,1158.62821283458,-2984.1796659740185
0 days 00:01:25.262000,281.4,0.0,False,10825.2,7,0,1129.0,-3001.0
0 days 00:01:25.422000,271.0,0.0,True,10550.0,7,0,1019.5460069672818,-3063.76594325889
0 days 00:01:25.602000,255.7,0.0,True,10015.4,7,0,907.0,-3128.0
0 days 00:01:25.622000,254.0,0.0,True,9956.0,7,0,894.6976104651188,-3134.8843588842287
0 days 00:01:25.702000,247.66666666666666,0.0,True,9685.666666666666,7,0,846.0,-3162.0
0 days 00:01:25.862000,235.0,0.0,True,9145.0,7,0,752.165397511142,-3215.0083866377936
0 days 00:01:26.002000,220.96100528828876,0.0,True,9264.72142712487,7,0,675.0,-3259.0
0 days 00:01:26.182000,202.9108692303743,0.0,True,9418.64897628542,7,0,583.0,-3311.0
0 days 00:01:26.221000,199.0,0.0,True,9452.0,7,0,563.6352792526006,-3321.6437231798286
0 days 00:01:26.421000,182.0,0.0,True,9683.0,6,0,468.2696550094673,-3372.2156833324534
0 days 00:01:26.442000,180.57500434285714,0.0,True,9707.6749248,6,0,459.0,-3377.0
0 days 00:01:26.602000,169.71786148571428,0.0,True,9895.6749248,6,0,389.0,-3411.0
0 days 00:01:26.701000,163.0,0.0,True,10012.0,4,0,334.32352305679143,-3432.6463040809895
0 days 00:01:26.882000,153.1958368,0.0,True,9185.4336256,4,0,233.0,-3468.0
0 days 00:01:26.941000,150.0,0.0,True,8916.0,4,0,210.7689944001328,-3475.5286859596863
0 days 00:01:27.141000,142.0,0.0,True,8246.0,4,0,171.0877445274637,-3486.8947140290866
0 days 00:01:27.282000,138.4750016,0.0,True,8030.0137344,4,0,118.0,-3492.0
0 days 00:01:27.482000,133.4750016,0.0,True,7723.6500980363635,4,0,-4.0,-3500.0
0 days 00:01:27.581000,131.0,0.0,False,7572.0,4,0,-30.90198573381239,-3500.8085181549313
0 days 00:01:27.742000,126.9750016,0.0,False,7413.683396266667,4,0,-46.0,-3497.0
0 days 00:01:27.821000,125.0,0.0,False,7336.0,4,0,-64.29877033474384,-3493.152237033315
0 days 00:01:28.083000,122.5437488,0.0,False,7141.1374048,4,0,-160.0,-3466.0
0 days 00:01:28.141000,122.0,0.0,False,7098.0,4,0,-180.68079137755655,-3455.1148310821713
0 days 00:01:28.323000,123.66833450666667,10.161673813333334,False,7290.92013568,4,0,-241.0,-3411.0
0 days 00:01:28.663000,126.78499882666667,29.14499285333333,False,7651.31986432,4,0,-330.0,-3316.0
0 days 00:01:29.043000,130.26833450666666,50.36167381333333,False,8054.12013568,4,0,-383.0,-3243.0
0 days 00:01:29.283000,132.46833450666668,63.76167381333333,False,8308.52013568,4,0,-427.0,-3171.0
0 days 00:01:29.341000,133.0,67.0,False,8370.0,4,0,-437.24876270171177,-3152.2089372049154
0 days 00:01:29.523000,137.5500032,78.375008,False,8776.466952533334,4,0,-467.0,-3091.0
0 days 00:01:29.581000,139.0,82.0,False,8906.0,4,0,-475.9775141335649,-3070.2904388296256
0 days 00:01:29.663000,143.6124928,83.5374976,False,9192.4870528,4,0,-488.0,-3041.0
0 days 00:01:29.741000,148.0,85.0,False,9465.0,4,0,-498.2962668540489,-3014.617935614717
0 days 00:01:29.901000,155.0,96.0,False,9717.0,4,0,-515.9144368657419,-2965.1047096951193
0 days 00:01:30.181000,164.0,100.0,False,10396.0,4,0,-539.4304327042454,-2875.4364775397203
0 days 00:01:30.263000,167.91363025454547,100.0,False,10586.27697570909,4,0,-546.0,-2842.0
0 days 00:01:30.523000,180.32273338181818,100.0,False,11189.595751563636,4,0,-565.0,-2717.0
0 days 00:01:30.621000,185.0,100.0,False,11417.0,4,0,-569.9203679391677,-2667.3334927543797
0 days 00:01:30.703000,187.0499968,100.0,False,11516.937344,4,0,-573.0,-2625.0
0 days 00:01:30.781000,189.0,100.0,False,11612.0,4,0,-575.1172149560314,-2583.857142451436
0 days 00:01:30.922000,194.46814253174827,100.0,False,11168.689873318981,4,0,-577.0,-2509.0
0 days 00:01:31.022000,198.34625956277176,100.0,False,10854.285385446716,4,0,-577.0,-2457.0
0 days 00:01:31.142000,203.0,100.0,False,10477.0,5,0,-576.4178197639675,-2391.7803560555094
0 days 00:01:31.262000,207.0,100.0,False,10690.333333333334,5,0,-575.0,-2324.0
0 days 00:01:31.502000,215.0,100.0,False,11117.0,5,0,-568.770701305385,-2184.1505469959147
0 days 00:01:31.582000,217.4,100.0,False,11207.8,5,0,-566.0,-2136.0
0 days 00:01:31.702000,221.0,100.0,False,11344.0,5,0,-561.4372573992431,-2062.6532252019733
0 days 00:01:31.742000,221.0,100.0,False,11390.833333333334,5,0,-560.0,-2039.0
0 days 00:01:31.942000,221.0,100.0,False,11625.0,5,0,-553.0,-1917.0
0 days 00:01:32.102000,230.0,100.0,False,10785.0,5,0,-543.3803526699921,-1767.083375960993
0 days 00:01:32.162000,231.25,100.0,False,10739.0,5,0,-540.0,-1715.0
0 days 00:01:32.342000,235.0,100.0,False,10601.0,6,0,-533.127472414752,-1606.6836590830756
0 days 00:01:32.602000,235.0,100.0,False,10731.325793631953,6,0,-527.0,-1494.0
0 days 00:01:32.741000,235.0,100.0,False,10801.0,6,0,-522.4668673426547,-1403.34225782101
0 days 00:01:32.782000,235.0,100.0,False,10801.0,6,0,-521.0,-1376.0
0 days 00:01:32.962000,235.0,100.0,False,10801.0,6,0,-514.0,-1258.0
0 days 00:01:32.981000,235.0,100.0,False,10801.0,6,0,-513.2090338421121,-1244.47199574376
0 days 00:01:33.182000,239.01999872,100.0,False,10928.63495936,6,0,-505.0,-1096.0
0 days 00:01:33.381000,243.0,100.0,False,11055.0,6,0,-499.0390979858208,-975.7339265849987
0 days 00:01:33.382000,243.01999872,100.0,False,11055.0,6,0,-499.0,-975.0
0 days 00:01:33.662000,248.61999872,100.0,False,11055.0,6,0,-485.0,-728.0
0 days 00:01:33.781000,251.0,100.0,False,11055.0,6,0,-481.4689250502408,-659.4751758901892
0 days 00:01:33.941000,260.0,100.0,False,10915.0,6,0,-478.02683995280745,-588.5080072758456
0 days 00:01:33.942000,260.0249984,100.0,False,10913.28510976,6,0,-478.0,-588.0
0 days 00:01:34.141000,265.0,100.0,False,10572.0,6,0,-471.25528411541165,-469.5888025877185
0 days 00:01:34.302000,267.0124992,100.0,False,10669.270794666667,6,0,-463.0,-324.0
0 days 00:01:34.381000,268.0,100.0,False,10717.0,7,0,-457.82644401690516,-229.52431752641826
0 days 00:01:34.502000,270.0166656,100.0,False,10773.9708032,7,0,-450.0,-85.0
0 days 00:01:34.621000,272.0,100.0,False,10830.0,7,0,-444.91696385712635,8.631077336220692
0 days 00:01:34.861000,274.0,100.0,False,10938.0,7,0,-439.3243973191942,115.14609988334546
0 days 00:01:34.903000,274.41999872,100.0,False,10936.74000384,7,0,-438.0,142.0
0 days 00:01:35.061000,276.0,100.0,False,10932.0,7,0,-432.07290912009006,262.5882940964407
0 days 00:01:35.063000,276.0214272,100.0,False,10932.8070912,7,0,-432.0,264.0
0 days 00:01:35.341000,279.0,100.0,False,11045.0,7,0,-421.1214379521086,461.620617218846
0 days 00:01:35.343000,279.0142848,100.0,False,11045.7213824,7,0,-421.0,464.0
0 days 00:01:35.503000,280.15714194285715,100.0,False,11103.435668114285,7,0,-410.0,686.0
0 days 00:01:35.621000,281.0,100.0,False,11146.0,7,0,-405.22708380404595,781.6184265283536
0 days 00:01:35.781000,282.0,100.0,False,11167.0,7,0,-401.6872861102027,849.6605851114364
0 days 00:01:35.803000,282.2750016,100.0,False,11172.6375328,7,0,-401.0,863.0
0 days 00:01:35.941000,284.0,100.0,False,11208.0,7,0,-395.43188536905035,971.7390843546578
0 days 00:01:36.103000,284.80999936,100.0,False,11212.0499968,7,0,-388.0,1120.0
0 days 00:01:36.141000,285.0,100.0,False,11213.0,7,0,-386.45333872646887,1151.7832044371594
0 days 00:01:36.236000,285.3958336,100.0,False,11252.9791936,7,0,-382.9188430879668,1226.166126910939
